# lk ukf_rk0v uks_rk0v fh fse fl fd fk fh_1
# lRMS=0.004504811484 iRMS=0.0003877604031 0
3986.13 0.577825 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3991.13 0.612142 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3996.13 0.634143 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4001.13 0.646371 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4006.13 0.647141 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4011.13 0.662848 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4016.13 0.701594 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4021.14 0.719654 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4026.14 0.685996 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4031.14 0.635352 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4036.14 0.635828 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4041.14 0.654976 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4046.14 0.627572 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4051.14 0.607784 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4056.15 0.610222 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4061.15 0.591066 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4066.15 0.573327 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4071.15 0.587043 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4076.15 0.618810 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4081.15 0.675437 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4086.15 0.752384 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4091.15 0.775727 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4096.16 0.719180 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4101.16 0.658901 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4106.16 0.673911 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4111.16 0.722390 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4116.16 0.746043 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4121.16 0.737573 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4126.16 0.706266 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4131.17 0.672745 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4136.17 0.668960 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
